,Date,Title,Link,Headline,Article,Source
542,2022-05-20 00:00:00,US$11 million will be invested to strengthen the line of projects of the 2040 Strategy,https://www.larepublica.co/redirect/post/3367840,This initiative is aimed at fulfilling the recommendations made by the International Mission of Wise Men in 2019.,"""Los recursos abren una ventana de oportunidades para fortalecer una línea de proyectos enmarcada en nuestra Estrategia 2040 ‘Energía que transforma’, respondiendo integralmente a los retos actuales en materia ambiental, social y de gobierno corporativo, teniendo a la tecnología como habilitador de nuestras metas”, comentó Ernesto Gutiérrez de Piñeres, Vicepresidente Digital de Ecopetrol",La República
542,2022-05-20 00:00:00,US$11 million will be invested to strengthen the line of projects of the 2040 Strategy,https://www.larepublica.co/redirect/post/3367840,This initiative is aimed at fulfilling the recommendations made by the International Mission of Wise Men in 2019.,"En su primera fase de ejecución, se seleccionarán proyectos enfocados en: • Estudios de procesos para la generación de hidrógeno de bajas emisiones, articulados con procesos de formación de capacidades",La República
542,2022-05-20 00:00:00,US$11 million will be invested to strengthen the line of projects of the 2040 Strategy,https://www.larepublica.co/redirect/post/3367840,This initiative is aimed at fulfilling the recommendations made by the International Mission of Wise Men in 2019.,"• Medición de captura de carbono y otros servicios ecosistémicos, basados en soluciones naturales del clima SNC",La República
542,2022-05-20 00:00:00,US$11 million will be invested to strengthen the line of projects of the 2040 Strategy,https://www.larepublica.co/redirect/post/3367840,This initiative is aimed at fulfilling the recommendations made by the International Mission of Wise Men in 2019.,"Estos deberán estar articulados con procesos de formación de capacidades, generación de valor y contar con la participación de comunidades étnicas o rurales",La República
542,2022-05-20 00:00:00,US$11 million will be invested to strengthen the line of projects of the 2040 Strategy,https://www.larepublica.co/redirect/post/3367840,This initiative is aimed at fulfilling the recommendations made by the International Mission of Wise Men in 2019.,Cada iniciativa participante podrá acceder a recursos hasta por $1.738 millones,La República
542,2022-05-20 00:00:00,US$11 million will be invested to strengthen the line of projects of the 2040 Strategy,https://www.larepublica.co/redirect/post/3367840,This initiative is aimed at fulfilling the recommendations made by the International Mission of Wise Men in 2019.,Los interesados en participar en este proceso pueden consultar más información a través de: https://minciencias.gov.co/convocatorias/innovacion-yproductividad/convocatoria-para-el-apoyo-proyectos-en-medicion-captura-y,La República
542,2022-05-20 00:00:00,US$11 million will be invested to strengthen the line of projects of the 2040 Strategy,https://www.larepublica.co/redirect/post/3367840,This initiative is aimed at fulfilling the recommendations made by the International Mission of Wise Men in 2019.,La fecha límite de recepción de propuestas será el próximo 10 de julio,La República
542,2022-05-20 00:00:00,US$11 million will be invested to strengthen the line of projects of the 2040 Strategy,https://www.larepublica.co/redirect/post/3367840,This initiative is aimed at fulfilling the recommendations made by the International Mission of Wise Men in 2019.,"Para la segunda fase, se abrirá un proceso de selección en el que se conformará el listado de proyectos elegibles para la transferencia de dos tecnologías de propiedad de Ecopetrol, que son nano fluidos para la modificación de la permeabilidad relativa (RPM, por sus siglas en inglés) del hidrocarburo, para fines de fabricación e implementación en los departamentos de Santander y Meta, y el otorgamiento de recursos de financiación en la modalidad de reembolso obligatorio",La República
542,2022-05-20 00:00:00,US$11 million will be invested to strengthen the line of projects of the 2040 Strategy,https://www.larepublica.co/redirect/post/3367840,This initiative is aimed at fulfilling the recommendations made by the International Mission of Wise Men in 2019.,Este mecanismo de selección también estará disponible en los próximos días,La República
542,2022-05-20 00:00:00,US$11 million will be invested to strengthen the line of projects of the 2040 Strategy,https://www.larepublica.co/redirect/post/3367840,This initiative is aimed at fulfilling the recommendations made by the International Mission of Wise Men in 2019.,"Este esfuerzo institucional le apuesta al fortalecimiento de las capacidades del país en materia de sostenibilidad, mitigación del cambio climático y la adaptación a la transición energética",La República
542,2022-05-20 00:00:00,US$11 million will be invested to strengthen the line of projects of the 2040 Strategy,https://www.larepublica.co/redirect/post/3367840,This initiative is aimed at fulfilling the recommendations made by the International Mission of Wise Men in 2019.,En total se tiene previsto destinar recursos por US$30 millones en los próximos tres años.,La República
543,2022-05-19 00:00:00,"Ecopetrol and preferential Bancolombia, the most traded shares in April on the BVC",https://www.larepublica.co/redirect/post/3366271,More than $2.75 billion were negotiated this month. Foreigners and stock brokerage firms were the largest investors,"En este mes se negociaron más de $2,75 billones",La República
543,2022-05-19 00:00:00,"Ecopetrol and preferential Bancolombia, the most traded shares in April on the BVC",https://www.larepublica.co/redirect/post/3366271,More than $2.75 billion were negotiated this month. Foreigners and stock brokerage firms were the largest investors,"Los extranjeros y las comisionistas de bolsa fueron los mayores inversionistas  Mientras se desarrollaba la tercera ronda de OPA radicada por Gilinski sobre Nutresa y Sura, la acción más negociada en abril fue la de Ecopetrol, con $616.287 millones",La República
