,Date,Title,Link,Headline,Article,Source
1310,2019-03-01 00:00:00,"Argos and Ecopetrol, among the leading companies in innovation centers",https://www.larepublica.co/redirect/post/2834123,"Universities, academia and Government have joined forces to promote new technologies","In this facility, located in Piedecuesta, Santander, important challenges have been achieved such as the production of “green gasoline” in its first years of operation, achieving the first formulation of this unleaded fuel, according to Andrés Eduardo Mantilla, director of the institute.",La República
1310,2019-03-01 00:00:00,"Argos and Ecopetrol, among the leading companies in innovation centers",https://www.larepublica.co/redirect/post/2834123,"Universities, academia and Government have joined forces to promote new technologies","The success of the cement that Argos produces also has its origin in its innovation center, since from there advanced concrete was achieved, “an alternative that is seven times more resistant to compression and 70 times more resistant to traction, if compared to conventional concrete. ”, as explained by Lucas Moreno, vice president of innovation of the company",La República
1310,2019-03-01 00:00:00,"Argos and Ecopetrol, among the leading companies in innovation centers",https://www.larepublica.co/redirect/post/2834123,"Universities, academia and Government have joined forces to promote new technologies","This center operates at the Eafit University of Medellín, from where in a university-company marriage, students can propose their ideas and development",La República
1310,2019-03-01 00:00:00,"Argos and Ecopetrol, among the leading companies in innovation centers",https://www.larepublica.co/redirect/post/2834123,"Universities, academia and Government have joined forces to promote new technologies","THE CONTRASTSmarco ribaspresident of accenture“Colombia sees a boom in entrepreneurship and startups, through innovation centers or programs.”lucas morenovice president innovation argos“Research and Development is fundamental in innovation and in the practice of new knowledge”",La República
1310,2019-03-01 00:00:00,"Argos and Ecopetrol, among the leading companies in innovation centers",https://www.larepublica.co/redirect/post/2834123,"Universities, academia and Government have joined forces to promote new technologies","Now, not all company initiatives are certified by Colciencias as a research center, however, the advances achieved there attest to their opportunity.",La República
1310,2019-03-01 00:00:00,"Argos and Ecopetrol, among the leading companies in innovation centers",https://www.larepublica.co/redirect/post/2834123,"Universities, academia and Government have joined forces to promote new technologies","One of these cases of great impact is Bancolombia, a firm that created its innovation center in March 2015, with a team made up of seven people who have managed to launch products such as Nequi, InvesBot (the portfolio management robot), Plink and Rótalo",La República
1310,2019-03-01 00:00:00,"Argos and Ecopetrol, among the leading companies in innovation centers",https://www.larepublica.co/redirect/post/2834123,"Universities, academia and Government have joined forces to promote new technologies","RELATED ARTICLEPayPal and Nequi join forces in the Colombian market to withdraw moneyThe robot advisor, Invesbot, has 562 clients and $53,185 million under management after its launch; while Nequi, the digital bank, allows you to pay in more than 23,000 businesses, according to Camilo Velásquez, director of the center.",La República
1310,2019-03-01 00:00:00,"Argos and Ecopetrol, among the leading companies in innovation centers",https://www.larepublica.co/redirect/post/2834123,"Universities, academia and Government have joined forces to promote new technologies","“Innovation centers are spaces not only to innovate and carry out a digital transformation in their companies, but to create a new dynamic within the country's technology services economy,” commented the president of Accenture, Marco Ribas, one of the technology firms that has accompanied the growth of Ruta N, an innovation and business district in Medellín",La República
1310,2019-03-01 00:00:00,"Argos and Ecopetrol, among the leading companies in innovation centers",https://www.larepublica.co/redirect/post/2834123,"Universities, academia and Government have joined forces to promote new technologies","Some of the experts shared the idea that these centers must operate in a triad model “which is the university - company - State alliance” as indicated by the director of Innovandes, Jorge Hernández, who highlights that the entities must have a strategic model that through the real problems of the industry they build innovation from the same academy",La República
1310,2019-03-01 00:00:00,"Argos and Ecopetrol, among the leading companies in innovation centers",https://www.larepublica.co/redirect/post/2834123,"Universities, academia and Government have joined forces to promote new technologies","Here the university has an important role for the entrepreneurship ecosystem since it generates the talent required for transformation and change, in addition to being a source of new ventures, which is why these centers develop agreements with the academy or even operate within from the universities themselves",La República
1310,2019-03-01 00:00:00,"Argos and Ecopetrol, among the leading companies in innovation centers",https://www.larepublica.co/redirect/post/2834123,"Universities, academia and Government have joined forces to promote new technologies",Both the Universidad del Rosario and the Universidad de Los Andes work in new centers with SAP,La República
1310,2019-03-01 00:00:00,"Argos and Ecopetrol, among the leading companies in innovation centers",https://www.larepublica.co/redirect/post/2834123,"Universities, academia and Government have joined forces to promote new technologies",Argos Innovation Center In 2015 the Argos Center for Innovation began operation at the Eafit University of Medellín,La República
1310,2019-03-01 00:00:00,"Argos and Ecopetrol, among the leading companies in innovation centers",https://www.larepublica.co/redirect/post/2834123,"Universities, academia and Government have joined forces to promote new technologies","The company made an investment of $25,000 million for its construction, in addition to $5,000 million for the provision of the laboratories",La República
1310,2019-03-01 00:00:00,"Argos and Ecopetrol, among the leading companies in innovation centers",https://www.larepublica.co/redirect/post/2834123,"Universities, academia and Government have joined forces to promote new technologies","From this center emerged advanced concrete, a development recently launched on the market, which “is seven times more resistant to compression and 70 times more resistant to traction, if compared to conventional concrete,” according to Lucas Moreno, vice president of Signature innovation",La República
1310,2019-03-01 00:00:00,"Argos and Ecopetrol, among the leading companies in innovation centers",https://www.larepublica.co/redirect/post/2834123,"Universities, academia and Government have joined forces to promote new technologies",Rosario Innovation Center The Entrepreneurship and Innovation Center of the Universidad del Rosario has managed to create 194 companies since its inception in 2010,La República
1310,2019-03-01 00:00:00,"Argos and Ecopetrol, among the leading companies in innovation centers",https://www.larepublica.co/redirect/post/2834123,"Universities, academia and Government have joined forces to promote new technologies","Likewise, it has worked with the business sector and the Government on female entrepreneurship programs, impacting more than 2,000 women, with more than 1,100 people trained in entrepreneurship issues and more than 5,000 people annually at entrepreneurship events.",La República
1310,2019-03-01 00:00:00,"Argos and Ecopetrol, among the leading companies in innovation centers",https://www.larepublica.co/redirect/post/2834123,"Universities, academia and Government have joined forces to promote new technologies","According to its director, Andrea Ávila, there are 28,000 people who have participated in different technological and business activities",La República
1310,2019-03-01 00:00:00,"Argos and Ecopetrol, among the leading companies in innovation centers",https://www.larepublica.co/redirect/post/2834123,"Universities, academia and Government have joined forces to promote new technologies","Colombian Petroleum Institute The Colombian Petroleum Institute (ICP), Ecopetrol's innovation and technology center, was founded in 1985",La República
1310,2019-03-01 00:00:00,"Argos and Ecopetrol, among the leading companies in innovation centers",https://www.larepublica.co/redirect/post/2834123,"Universities, academia and Government have joined forces to promote new technologies","However, it was not until 2012 when Colciencias granted it recognition as a research center.",La República
1310,2019-03-01 00:00:00,"Argos and Ecopetrol, among the leading companies in innovation centers",https://www.larepublica.co/redirect/post/2834123,"Universities, academia and Government have joined forces to promote new technologies","Here, 72 current patents have been achieved, 104 granted and 207 applications for new patents; as well as 316 copyright registrations and 345 technological products that have achieved US$2,647 million in proven benefits in the last five years",La República
1310,2019-03-01 00:00:00,"Argos and Ecopetrol, among the leading companies in innovation centers",https://www.larepublica.co/redirect/post/2834123,"Universities, academia and Government have joined forces to promote new technologies","Innovandes Center Innovandes, innovation center of the University of Los Andes, in Bogotá, was born in 2014 “as an initiative to align the innovation of the entire university with the objective of forming culture and competencies of innovation and entrepreneurship,” according to its director, Jorge Hernandez",La República
1310,2019-03-01 00:00:00,"Argos and Ecopetrol, among the leading companies in innovation centers",https://www.larepublica.co/redirect/post/2834123,"Universities, academia and Government have joined forces to promote new technologies","The center is the local leader of the Solar Decathlon, an event in which in 2015 a group of 60 students with 10 sponsoring companies together with the State, designed, built and put into operation a full-scale sustainable home in Cali",La República
1310,2019-03-01 00:00:00,"Argos and Ecopetrol, among the leading companies in innovation centers",https://www.larepublica.co/redirect/post/2834123,"Universities, academia and Government have joined forces to promote new technologies","Aval Digital Labs Group - Ceta The Aval Group leads Aval Digital Labs and, from its company Banco Popular, the Agile Transformation Center, an initiative that came into operation 13 months ago, in January 2018.",La República
1310,2019-03-01 00:00:00,"Argos and Ecopetrol, among the leading companies in innovation centers",https://www.larepublica.co/redirect/post/2834123,"Universities, academia and Government have joined forces to promote new technologies","With the developments achieved, the bank began the digital offer of two of its most important products, Libranzas, in May 2018",La República
1310,2019-03-01 00:00:00,"Argos and Ecopetrol, among the leading companies in innovation centers",https://www.larepublica.co/redirect/post/2834123,"Universities, academia and Government have joined forces to promote new technologies","and Credit Card, in December of the same year",La República
1310,2019-03-01 00:00:00,"Argos and Ecopetrol, among the leading companies in innovation centers",https://www.larepublica.co/redirect/post/2834123,"Universities, academia and Government have joined forces to promote new technologies",This has generated easier and faster processes since bills are now approved in seven minutes and a response on the viability and acceptance of credit cards is delivered to interested clients in an average of six minutes.,La República
1310,2019-03-01 00:00:00,"Argos and Ecopetrol, among the leading companies in innovation centers",https://www.larepublica.co/redirect/post/2834123,"Universities, academia and Government have joined forces to promote new technologies","Innovation Embassy Merck, the oldest pharmaceutical company in the world, opened the only Merck Innovation Embassy in the world in Colombia in 2017.",La República
1310,2019-03-01 00:00:00,"Argos and Ecopetrol, among the leading companies in innovation centers",https://www.larepublica.co/redirect/post/2834123,"Universities, academia and Government have joined forces to promote new technologies","The firm's commitment to technological developments in the country is the result of a pilot project called “Proof of Concept”, developed jointly with the brand's Global Innovation Center, according to Pablo Guerrero, innovation ambassador at Merck Colombia.",La República
1310,2019-03-01 00:00:00,"Argos and Ecopetrol, among the leading companies in innovation centers",https://www.larepublica.co/redirect/post/2834123,"Universities, academia and Government have joined forces to promote new technologies","The firm plans to launch the Cosmetic Challenge in the country, an incentive initiative for cosmetics students",La República
1310,2019-03-01 00:00:00,"Argos and Ecopetrol, among the leading companies in innovation centers",https://www.larepublica.co/redirect/post/2834123,"Universities, academia and Government have joined forces to promote new technologies",SAP Next-Gen Chapters The technology company SAP is developing two new innovation centers,La República
1310,2019-03-01 00:00:00,"Argos and Ecopetrol, among the leading companies in innovation centers",https://www.larepublica.co/redirect/post/2834123,"Universities, academia and Government have joined forces to promote new technologies","The first was signed last October with the Universidad del Rosario, and the second was with the Universidad de los Andes in December",La República
1310,2019-03-01 00:00:00,"Argos and Ecopetrol, among the leading companies in innovation centers",https://www.larepublica.co/redirect/post/2834123,"Universities, academia and Government have joined forces to promote new technologies","El del Rosario is among the first group of SAP Next-Gen Chapters in Latin America, chapters designed for the next generations of technology professionals",La República
1310,2019-03-01 00:00:00,"Argos and Ecopetrol, among the leading companies in innovation centers",https://www.larepublica.co/redirect/post/2834123,"Universities, academia and Government have joined forces to promote new technologies","In the case of Los Andes, the opening of the SAP Next-Gen Hub for next generations is a program that aims to open new channels to share",La República
1310,2019-03-01 00:00:00,"Argos and Ecopetrol, among the leading companies in innovation centers",https://www.larepublica.co/redirect/post/2834123,"Universities, academia and Government have joined forces to promote new technologies","Bancolombia Innovation Center The Bancolombia Innovation and Entrepreneurship Center is a source of pride for the bank, according to Camilo Velásquez, its director.",La República
1310,2019-03-01 00:00:00,"Argos and Ecopetrol, among the leading companies in innovation centers",https://www.larepublica.co/redirect/post/2834123,"Universities, academia and Government have joined forces to promote new technologies","Only seven people have worked there since its creation in 2015; However, these have had great achievements such as the Nequi project, the first neobank in Colombia, which today has more than 900,000 users in 100% digital banking.",La República
