,Date,Title,Link,Headline,Article,Source
375,2022-10-31 00:00:00,ISA's income grows 24.1% in the third quarter of the year and exceeds $3.5 billion,https://www.larepublica.co/redirect/post/3480679,"Compared to 2021, the Ecopetrol Group company grew 24.1% in revenue and 14.6% in Ebitda. Net profit increased 450% in the quarter","RELATED ARTICLEJuan Emilio Posada was selected as president of ISA by the Board of DirectorsIntercambio Eléctrica ISA, which since June of this year has been chaired by Juan Emilio Posada, has become part of the Ecopetrol Group since 2021.",La República
375,2022-10-31 00:00:00,ISA's income grows 24.1% in the third quarter of the year and exceeds $3.5 billion,https://www.larepublica.co/redirect/post/3480679,"Compared to 2021, the Ecopetrol Group company grew 24.1% in revenue and 14.6% in Ebitda. Net profit increased 450% in the quarter","For the third quarter of last year, ISA had reported operating income of $2.8 billion",La República
375,2022-10-31 00:00:00,ISA's income grows 24.1% in the third quarter of the year and exceeds $3.5 billion,https://www.larepublica.co/redirect/post/3480679,"Compared to 2021, the Ecopetrol Group company grew 24.1% in revenue and 14.6% in Ebitda. Net profit increased 450% in the quarter","And in the consolidated for the first nine months, the total figure amounted to $8 billion in 2021",La República
375,2022-10-31 00:00:00,ISA's income grows 24.1% in the third quarter of the year and exceeds $3.5 billion,https://www.larepublica.co/redirect/post/3480679,"Compared to 2021, the Ecopetrol Group company grew 24.1% in revenue and 14.6% in Ebitda. Net profit increased 450% in the quarter",ISA has been starring in positive news in 2022 due to its international investments,La República
375,2022-10-31 00:00:00,ISA's income grows 24.1% in the third quarter of the year and exceeds $3.5 billion,https://www.larepublica.co/redirect/post/3480679,"Compared to 2021, the Ecopetrol Group company grew 24.1% in revenue and 14.6% in Ebitda. Net profit increased 450% in the quarter","The company specifies that in the reported quarter, projects in Colombia and Brazil came into operation that represented a capex of US$368 million, and that will generate projected revenues of US$49 million.",La República
375,2022-10-31 00:00:00,ISA's income grows 24.1% in the third quarter of the year and exceeds $3.5 billion,https://www.larepublica.co/redirect/post/3480679,"Compared to 2021, the Ecopetrol Group company grew 24.1% in revenue and 14.6% in Ebitda. Net profit increased 450% in the quarter","RELATED ARTICLEISA wins two of the largest projects in Brazil, for US$780 millionIn June it was reported that ISA won two of the largest projects in Brazil, in an auction through ISA CTEEP",La República
375,2022-10-31 00:00:00,ISA's income grows 24.1% in the third quarter of the year and exceeds $3.5 billion,https://www.larepublica.co/redirect/post/3480679,"Compared to 2021, the Ecopetrol Group company grew 24.1% in revenue and 14.6% in Ebitda. Net profit increased 450% in the quarter","The works contemplate an investment of more than US$780 million, which incorporates 1,139 kilometers of transmission lines",La República
375,2022-10-31 00:00:00,ISA's income grows 24.1% in the third quarter of the year and exceeds $3.5 billion,https://www.larepublica.co/redirect/post/3480679,"Compared to 2021, the Ecopetrol Group company grew 24.1% in revenue and 14.6% in Ebitda. Net profit increased 450% in the quarter","In this period, ISA was also awarded the Kimal Lagunas project in Chile, which will generate income of US$14.7 million",La República
375,2022-10-31 00:00:00,ISA's income grows 24.1% in the third quarter of the year and exceeds $3.5 billion,https://www.larepublica.co/redirect/post/3480679,"Compared to 2021, the Ecopetrol Group company grew 24.1% in revenue and 14.6% in Ebitda. Net profit increased 450% in the quarter","Among the relevant events of the quarter, the company highlights the constitution of the company Conexión Kimal Lo Aguirre, together with Transelec and China Southern Power Grid International, for which it made a capital contribution of $117,000 million",La República
375,2022-10-31 00:00:00,ISA's income grows 24.1% in the third quarter of the year and exceeds $3.5 billion,https://www.larepublica.co/redirect/post/3480679,"Compared to 2021, the Ecopetrol Group company grew 24.1% in revenue and 14.6% in Ebitda. Net profit increased 450% in the quarter","ISA's investments amounted to $1.3 billion in the quarter, for a cumulative total of $2.9 billion for the year",La República
375,2022-10-31 00:00:00,ISA's income grows 24.1% in the third quarter of the year and exceeds $3.5 billion,https://www.larepublica.co/redirect/post/3480679,"Compared to 2021, the Ecopetrol Group company grew 24.1% in revenue and 14.6% in Ebitda. Net profit increased 450% in the quarter","""We continue with our growth dynamics with 32 energy transmission projects in execution, which will represent more than 4,900 km of circuit and will generate approximate income of US$350 million when they come into operation.",La República
375,2022-10-31 00:00:00,ISA's income grows 24.1% in the third quarter of the year and exceeds $3.5 billion,https://www.larepublica.co/redirect/post/3480679,"Compared to 2021, the Ecopetrol Group company grew 24.1% in revenue and 14.6% in Ebitda. Net profit increased 450% in the quarter","ISA continues to be an enabler of the energy transition through the execution of projects that interconnect non-conventional renewable energy sources to be brought to large consumption centers,"" the company said in an official statement.",La República
