,Date,Title,Link,Headline,Article,Source
1520,2018-05-26 00:00:00,"Ecopetrol fell from the $3,000 barrier due to a 3% drop in the barrel of oil",https://www.larepublica.co/redirect/post/2731743,"In the session, oil lost two-week gains and reached US$76.44","And according to analysts, the behavior will depend on oil projections.",La República
1520,2018-05-26 00:00:00,"Ecopetrol fell from the $3,000 barrier due to a 3% drop in the barrel of oil",https://www.larepublica.co/redirect/post/2731743,"In the session, oil lost two-week gains and reached US$76.44","In this sense, according to OPEC's comments, the increase in Arabia and Russia, which would seek to ensure that the shortfall is not filled by the United States, which last week showed an increase in inventories, would begin in June and with this ""the mark of the “US$80 probably represents a difficult hurdle to overcome because it would significantly raise the probability of an increase in production,” analysts at Commerzbank told Reuters.",La República
1520,2018-05-26 00:00:00,"Ecopetrol fell from the $3,000 barrier due to a 3% drop in the barrel of oil",https://www.larepublica.co/redirect/post/2731743,"In the session, oil lost two-week gains and reached US$76.44","This generated, according to Casa de Bolsa, the pressures that arose on the behavior of the exchange rate at the local level and added to the uncertainty ahead of the presidential elections that will take place this Sunday.",La República
1520,2018-05-26 00:00:00,"Ecopetrol fell from the $3,000 barrier due to a 3% drop in the barrel of oil",https://www.larepublica.co/redirect/post/2731743,"In the session, oil lost two-week gains and reached US$76.44","With this, yesterday the dollar recovered the ground lost at the beginning of the week and closed at an average price of $2,887.38, which represented an increase of $24.28 compared to the Representative Market Rate (TRM). which yesterday was at $2,863.12",La República
1520,2018-05-26 00:00:00,"Ecopetrol fell from the $3,000 barrier due to a 3% drop in the barrel of oil",https://www.larepublica.co/redirect/post/2731743,"In the session, oil lost two-week gains and reached US$76.44","According to analysts, the behavior of the following week will depend on Sunday's results, however, the most likely scenario is that the currency will be quoted at an average price of $2,886",La República
1520,2018-05-26 00:00:00,"Ecopetrol fell from the $3,000 barrier due to a 3% drop in the barrel of oil",https://www.larepublica.co/redirect/post/2731743,"In the session, oil lost two-week gains and reached US$76.44","For experts, if the right-wing candidates who represent the status quo win, the dollar will maintain its dynamics, while if a left-wing candidate gains strength, the dollar would enter a scenario of volatility.",La República
1521,2018-05-25 00:00:00,Ecopetrol stock plummets due to a drop of more than 3.15% in the barrel of oil,https://www.larepublica.co/redirect/post/2731488,"Title falls from the $3,000 barrier it had achieved this year.","Title falls from the $3,000 barrier it had achieved this year",La República
1521,2018-05-25 00:00:00,Ecopetrol stock plummets due to a drop of more than 3.15% in the barrel of oil,https://www.larepublica.co/redirect/post/2731488,"Title falls from the $3,000 barrier it had achieved this year.","RELATED ARTICLE Brent falls more than 2% because Saudi Arabia and Russia evaluate increasing production The possible termination of the Opec agreement, which would add more than a million barrels starting in June to the supply of the commodity by Russia and Saudi Arabia, is pushing down oil benchmarks",La República
1521,2018-05-25 00:00:00,Ecopetrol stock plummets due to a drop of more than 3.15% in the barrel of oil,https://www.larepublica.co/redirect/post/2731488,"Title falls from the $3,000 barrier it had achieved this year.","Brent benchmark futures fell US$2.48 to US$76.31, WTI futures were trading at US$67.86 per barrel, down US$2.85",La República
1521,2018-05-25 00:00:00,Ecopetrol stock plummets due to a drop of more than 3.15% in the barrel of oil,https://www.larepublica.co/redirect/post/2731488,"Title falls from the $3,000 barrier it had achieved this year.","This behavior has driven the fall of Ecopetrol's stock, below $3,000 to $2,935, with a drop of 4.55% on the day.",La República
